accel_STD,accel_RMS,accel_DomFreq1,accel_DomFreq2,ang_STD,ang_RMS,ang_DomFreq1,ang_DomFreq2,TargetSpeed,PredictedSpeed_km_h,Intensity_MET,Calories_kcal
0.911712546146569,1.5652927821260576,0.5046131271440824,0.5214335647155517,0.8111965681958967,1.142636356118451,0.5046131271440824,0.5214335647155517,0,6.372371,5.0,0.3402777777777778
0.7883672811726412,1.7697034817231785,1.6885404758502427,1.6716550710917404,0.3857044856702661,0.8030188392549374,2.448383689982852,2.4652690947413545,0,5.771017,4.3,0.2926388888888889
0.8295701538212404,2.2444247592646094,1.591766156705748,1.5750107234772663,0.5391981565007249,1.0747999813918867,1.625277023162711,1.6085215899342296,0,3.9869418,3.0,0.20416666666666664
1.2128616165431092,2.975139002354904,1.7440612478534632,1.7272914281625644,0.6471207645126307,1.4804175931135106,1.7272914281625644,1.7105216084716657,0,3.9721892,3.0,0.20416666666666664
1.4603518888341636,3.384766091442056,1.7646325380248502,1.747826513853185,0.664236529035685,1.620637905245034,1.747826513853185,1.7646325380248502,0,4.0030775,3.0,0.20416666666666664
1.354149319544938,3.4180149416114083,1.7636250401441622,1.780421469097916,0.6523233354169486,1.604086198157796,1.7636250401441622,1.780421469097916,0,4.012792,3.0,0.20416666666666664
1.3733851473220673,3.3474048906689924,1.796192381419401,1.8129792261055635,0.6403068091735576,1.609533965178194,1.796192381419401,1.8129792261055635,0,4.252298,3.0,0.20416666666666664
1.3875457791138932,3.3024698414886258,1.7956800618582431,1.7788980052053625,0.6548303262611228,1.6225450015816747,1.7621159485524815,1.7453338918996009,0,4.1061416,3.0,0.20416666666666664
1.294084103909097,3.2258186905135244,1.7799133579480593,1.7967049934003994,0.6316976090244882,1.5230946875968978,1.7799133579480593,1.7967049934003994,0,4.100701,3.0,0.20416666666666664
1.5512944321884647,3.7597489942814,1.760327253218884,1.7770922746781117,0.6503840864560319,1.6487640573067652,1.7435622317596566,1.760327253218884,0,4.0116177,3.0,0.20416666666666664
1.7032025899118433,3.829597237308383,1.8284336530203265,1.8452082736902375,0.6762493941616147,1.8526817274786656,1.8284336530203265,1.8116590323504151,0,4.4991503,3.5,0.23819444444444443
1.851033798126976,4.113390137494438,1.850777228696025,1.8676024762296253,0.7203434061670438,1.970287170762097,1.850777228696025,1.8676024762296253,0,4.745399,3.5,0.23819444444444443
1.6927514992374657,4.085494819072308,1.8928226843910805,1.90957332761578,0.7388536606890357,1.862714864563728,1.8928226843910805,1.90957332761578,0,4.8282213,3.5,0.23819444444444443
1.7541894991486784,4.220377556805991,1.881737221587664,1.8985384467804112,0.6882557781156499,1.9583159205841325,1.8649359963949173,1.8481347712021703,0,4.728386,3.5,0.23819444444444443
1.837553757280099,4.166987420987333,1.8420441554729925,1.8587900114318376,0.6775929557375971,1.9076460188759687,1.8252982995141471,1.808552443555301,0,4.6226325,3.5,0.23819444444444443
1.7199564095094468,4.333506038225092,1.8394156678082192,1.8561376284246576,0.7988980939147212,1.9558820473978824,1.8226937071917808,1.8394156678082192,0,4.5994606,3.5,0.23819444444444443
1.6906606459876996,4.066011405542292,1.8441523605150212,1.8609173819742488,0.6756407944749774,1.9529862817405208,1.894447424892704,1.8776824034334765,0,4.808872,3.5,0.23819444444444443
1.9072301269588048,4.6980451041715074,1.81349662885274,1.7967049934003994,0.7591307644321621,2.0290048252561803,1.83028826430508,1.81349662885274,0,4.6828465,3.5,0.23819444444444443
2.1428017968276416,4.840030083934306,1.9878624436372747,1.9711577172201549,0.8447919794720977,2.361303093898627,1.9544529908030348,1.937748264385915,0,5.316881,4.3,0.2926388888888889
2.2603858231572653,5.226173034193695,1.9777066647597248,1.9944668907322651,0.9328279262565032,2.4614841390239888,1.960946438787185,1.9777066647597248,0,5.402365,4.3,0.2926388888888889
2.061016051370658,5.0545026543996725,2.008928571428571,1.9921875,0.9303446832888428,2.383171206606861,1.9921875,2.008928571428571,0,5.433791,4.3,0.2926388888888889
1.977392357327138,4.861943586230166,1.9640608282810272,1.9808476729671896,0.989812838521672,2.395165427979014,1.9808476729671896,1.9640608282810272,0,5.1531296,3.5,0.23819444444444443
2.01537322312721,4.903637765305807,2.011802575107296,1.9950375536480685,0.973154031611734,2.343224452188337,1.978272532188841,1.9615075107296136,0,5.3010383,4.3,0.2926388888888889
2.009887239163096,4.970622952017214,1.9814129833761411,1.9646213479238013,0.8443969851480875,2.214902656085276,1.9814129833761411,1.9646213479238013,0,5.388428,4.3,0.2926388888888889
1.878018120065566,4.924102879374746,1.9257734352672196,1.9425192912260647,0.8517285511720722,2.2104468816659377,1.95926514718491,1.9760110031437557,0,4.9776635,3.5,0.23819444444444443
2.055380150748522,5.2572940044249625,1.9976345176533523,2.014421362339515,0.8690170533038462,2.4424141176286427,1.8969134495363769,1.9137002942225396,0,5.2614927,4.3,0.2926388888888889
2.076755163808558,5.163596049911987,1.977141120960824,1.9938965541893048,0.8977936070155255,2.388178786579151,0.904793394338004,0.9215488275664856,0,4.957244,3.5,0.23819444444444443
2.250980666956953,5.336717097391744,2.0329482483223877,2.01614702312964,0.8393737814373002,2.459914565193229,2.049749473515134,2.066550698707881,0,6.4317203,5.0,0.3402777777777778
2.0390851046631213,5.453471371521079,2.0609182871032314,2.04416285387475,0.8768193254793052,2.446719657691361,2.0609182871032314,2.04416285387475,0,5.8273907,4.3,0.2926388888888889
2.192046435426634,5.504099722025392,2.075299914310197,2.092036203941731,0.9506287657057264,2.6100400699350703,2.0083547557840618,1.991618466152528,0,5.8485146,4.3,0.2926388888888889
2.060583101137795,5.572068923060207,2.041244288977728,2.024512778412336,1.0132167221377952,2.5493792545114453,2.041244288977728,2.0579757995431187,0,5.688733,4.3,0.2926388888888889
2.053949854151237,5.369664910401765,2.0615077946224254,2.044747568649885,1.0236263664800471,2.608273215494624,2.0615077946224254,2.0782680205949657,0,6.3937054,5.0,0.3402777777777778
1.992589284131906,5.300750693691099,2.040661575792178,2.0573883100199826,0.9047143291589146,2.3316881402394563,2.023934841564373,2.0072081073365684,0,5.672347,4.3,0.2926388888888889
