accel_STD,accel_RMS,accel_DomFreq1,accel_DomFreq2,ang_STD,ang_RMS,ang_DomFreq1,ang_DomFreq2,TargetSpeed,PredictedSpeed_km_h,Intensity_MET,Calories_kcal
2.3039711355655426,5.835692117446444,2.0479950517118404,2.064781896398003,0.9652149922936702,2.666221392630931,2.0479950517118404,2.031208207025678,0,6.673359,5.0,0.3402777777777778
3.88384289834867,8.748431916397967,1.9814129833761411,1.9646213479238013,1.0878235679584056,2.6259340958064183,2.199704244256564,2.1829126088042234,0,7.1643906,7.0,0.47638888888888886
5.37640487807214,13.522790038178757,4.945681330472103,4.96244635193133,1.0122772669368727,2.595766585551688,2.4979881974248923,2.51475321888412,0,7.48569,7.0,0.47638888888888886
7.073865123714951,16.167349492930374,4.971742970311162,4.954946541357408,1.1953234316303765,2.9177798784499043,2.452278627248073,2.469075056201827,0,7.455784,7.0,0.47638888888888886
7.322360200132328,16.953617981292417,5.006765107438606,4.98996388224586,1.2110729008308618,2.87264772975266,2.4529788781410624,2.469780103333809,0,7.602943,8.3,0.5648611111111111
7.439344308725157,17.56178131388347,5.001293534113616,4.984566799885812,1.1461419770823518,2.777377059985434,2.5090101341707105,2.525736868398515,0,7.851226,8.3,0.5648611111111111
7.412439530493779,17.501145819631354,5.012741416309012,5.02950643776824,1.095435262043294,2.84367668403659,2.51475321888412,2.531518240343348,0,7.9030266,8.3,0.5648611111111111
7.284740300534352,17.37226506053063,5.001293534113616,4.984566799885812,1.3157950588790102,2.9970629372770934,2.5090101341707105,2.492283399942906,0,7.5617714,7.0,0.47638888888888886
7.033625559825723,17.05913277993109,4.968906027104137,4.9856928717903,1.1556086291980865,2.8115634079067995,2.534813547610556,2.5180267029243937,0,7.648409,8.3,0.5648611111111111
6.566624934877763,16.78918747833178,4.96748876925271,4.984270825905591,1.298155841192527,2.9368789005249347,2.500526441279236,2.483744384626355,0,7.57509,7.0,0.47638888888888886
6.095093592491509,15.71371989430468,4.9945473398169336,4.977787113844394,1.2945941134902246,3.0269570115877102,2.4972736699084668,2.480513443935927,0,7.427096,7.0,0.47638888888888886
7.849129630786373,19.187268782537377,5.06014083500143,5.076896268229912,1.4647654801799528,3.304000353107326,2.496559551043752,2.4798041178152705,0,8.683922,9.0,0.6124999999999999
8.207431533952352,18.99775421320184,5.054282271154395,5.037490635702055,1.4521528386200937,3.3920337477770013,2.5187453178510277,2.535536953303368,0,8.478911,9.0,0.6124999999999999
8.022455990710645,19.32090428784326,4.988839285714286,5.005580357142857,1.4477757053325702,3.3056865146794143,2.4609375,2.477678571428571,0,8.477858,9.0,0.6124999999999999
7.58488860861898,18.45709071061851,4.995976394849785,5.012741416309012,1.3628501621319116,3.3130800749956726,2.481223175965665,2.464458154506437,0,8.432562,9.0,0.6124999999999999
7.957040442859738,18.665285638500286,5.001052882558471,5.017834939211353,1.2320064463867204,3.080395243271841,2.500526441279236,2.5173084979321168,0,8.525099,9.0,0.6124999999999999
7.709645279183527,18.30070907096225,5.023756787653616,5.00701093169477,1.2163292684422091,2.960673839404357,2.478386681909117,2.4951325378679625,0,8.498683,9.0,0.6124999999999999
7.616495429030321,18.53483703239463,5.017834939211353,5.001052882558471,1.2739529881203648,2.992715776321287,2.534090554584997,2.550872611237878,0,8.498182,9.0,0.6124999999999999
5.959862210219625,15.933474511229496,5.092195540308747,5.108946183533448,1.3094311655750863,3.139925888191206,2.5963496998284734,2.613100343053173,0,7.797199,8.3,0.5648611111111111
6.592922791028337,16.48469664062197,5.044828017734553,5.028067791762013,1.2046239644746914,3.0015580676264344,2.4972736699084668,2.5140338958810067,0,7.524094,7.0,0.47638888888888886
7.631616621799052,18.600545980921684,5.110491071428572,5.093680245535714,1.274915576217907,3.238881011625601,2.572056361607143,2.5888671875,0,8.784686,9.0,0.6124999999999999
7.642897880825841,19.308444040108466,5.124231923406688,5.107486067447843,1.2041501209837588,3.216807293989907,2.5286242497856533,2.511878393826808,0,9.314244,9.8,0.6669444444444445
7.805148471380748,19.37374231401873,5.026629968544467,5.043385401772949,1.2787344232237674,3.223806174384558,2.5133149842722333,2.496559551043752,0,9.045899,9.0,0.6124999999999999
8.05105585219275,21.1064286287515,5.104657177511415,5.087865542059075,1.723396960470822,3.838750499080511,2.569120224208048,2.5523285887557075,0,9.897452,9.8,0.6669444444444445
8.026742547868686,20.373430389439413,5.082710062983109,5.065935442313198,1.4482984440825135,3.6318207669615705,2.5497423418265104,2.532967721156599,0,9.802868,9.8,0.6669444444444445
8.261731637338086,20.7138266709147,5.051399052517114,5.0346169958642335,1.458984692199843,3.5736517348493404,2.534090554584997,2.5173084979321168,0,9.419307,9.8,0.6669444444444445
7.92012701435985,19.99874624195227,5.043385401772949,5.026629968544467,1.3627284130851791,3.4374497572085807,2.530070417500715,2.5468258507291965,0,8.877739,9.0,0.6124999999999999
